,SUBJECTID,mTurkCode,TRIALNUM,IMAGE_NUMBER,RAW_ANSWER,RAW_ANSWER
1310,5.0,5798667,,199.0,Male,Male
1311,5.0,5798667,,200.0,Female,Female
1312,5.0,5798667,,201.0,Female,Female
1313,5.0,5798667,,202.0,Female,Female
1314,5.0,5798667,,203.0,Male,Male
1315,5.0,5798667,,204.0,Female,Female
1316,5.0,5798667,,205.0,Male,Male
1317,5.0,5798667,,206.0,Male,Male
1318,5.0,5798667,,207.0,Male,Male
1319,5.0,5798667,,208.0,Male,Male
1320,5.0,5798667,,209.0,Male,Male
1321,5.0,5798667,,210.0,Male,Male
1322,5.0,5798667,,211.0,Male,Male
1323,5.0,5798667,,212.0,Female,Female
1324,5.0,5798667,,213.0,Female,Female
1325,5.0,5798667,,214.0,Female,Female
1326,5.0,5798667,,215.0,Female,Female
1327,5.0,5798667,,216.0,Female,Female
1328,5.0,5798667,,217.0,Female,Female
1329,5.0,5798667,,218.0,Female,Female
1330,5.0,5798667,,219.0,Female,Female
1331,5.0,5798667,,220.0,Female,Female
1332,5.0,5798667,,221.0,Female,Female
1333,5.0,5798667,,222.0,Female,Female
1334,5.0,5798667,,223.0,Female,Female
1335,5.0,5798667,,224.0,Female,Female
1336,5.0,5798667,,225.0,Female,Female
1337,5.0,5798667,,226.0,Male,Male
1338,5.0,5798667,,227.0,Male,Male
1339,5.0,5798667,,228.0,Female,Female
1340,5.0,5798667,,229.0,Male,Male
1341,5.0,5798667,,230.0,Male,Male
1342,5.0,5798667,,231.0,Female,Female
1343,5.0,5798667,,232.0,Female,Female
1344,5.0,5798667,,233.0,Male,Male
1345,5.0,5798667,,234.0,Male,Male
1346,5.0,5798667,,235.0,Female,Female
1347,5.0,5798667,,236.0,Male,Male
1348,5.0,5798667,,237.0,Male,Male
1349,5.0,5798667,,238.0,Male,Male
1350,5.0,5798667,,239.0,Female,Female
1351,5.0,5798667,,240.0,Female,Female
1352,5.0,5798667,,241.0,Male,Male
1353,5.0,5798667,,242.0,Female,Female
1354,5.0,5798667,,243.0,Male,Male
1355,5.0,5798667,,244.0,Male,Male
1356,5.0,5798667,,245.0,Male,Male
1357,5.0,5798667,,246.0,Male,Male
1358,5.0,5798667,,247.0,Female,Female
1359,5.0,5798667,,248.0,Female,Female
1360,5.0,5798667,,249.0,Male,Male
1361,5.0,5798667,,250.0,Female,Female
1362,5.0,5798667,,251.0,Male,Male
1363,5.0,5798667,,252.0,Male,Male
1364,5.0,5798667,,253.0,Male,Male
1365,5.0,5798667,,254.0,Male,Male
1366,5.0,5798667,,255.0,Male,Male
1367,5.0,5798667,,256.0,Female,Female
1368,5.0,5798667,,257.0,Male,Male
1369,5.0,5798667,,258.0,Male,Male
1370,5.0,5798667,,259.0,Female,Female
1371,5.0,5798667,,260.0,Male,Male
1372,5.0,5798667,,261.0,Male,Male
1373,5.0,5798667,,262.0,Male,Male
1374,5.0,5798667,,263.0,Female,Female
1375,5.0,5798667,,264.0,Male,Male
1376,5.0,5798667,,265.0,Male,Male
1377,5.0,5798667,,266.0,Female,Female
1378,5.0,5798667,,267.0,Male,Male
1379,5.0,5798667,,268.0,Male,Male
1380,5.0,5798667,,269.0,Male,Male
1381,5.0,5798667,,270.0,Male,Male
1382,5.0,5798667,,271.0,Female,Female
1383,5.0,5798667,,272.0,Male,Male
1384,5.0,5798667,,273.0,Female,Female
1385,5.0,5798667,,274.0,Male,Male
1386,5.0,5798667,,275.0,Male,Male
1387,5.0,5798667,,276.0,Female,Female
1388,5.0,5798667,,277.0,Male,Male
1389,5.0,5798667,,278.0,Female,Female
1390,6.0,1000635,,1.0,Female,Female
1391,6.0,1000635,,2.0,Female,Female
1392,6.0,1000635,,3.0,Male,Male
1393,6.0,1000635,,4.0,Female,Female
1394,6.0,1000635,,5.0,Female,Female
1395,6.0,1000635,,6.0,Male,Male
1396,6.0,1000635,,7.0,Female,Female
1397,6.0,1000635,,8.0,Male,Male
1398,6.0,1000635,,9.0,Male,Male
1399,6.0,1000635,,10.0,Male,Male
1400,6.0,1000635,,11.0,Male,Male
1401,6.0,1000635,,12.0,Female,Female
1402,6.0,1000635,,13.0,Male,Male
1403,6.0,1000635,,14.0,Male,Male
1404,6.0,1000635,,15.0,Female,Female
1405,6.0,1000635,,16.0,Female,Female
1406,6.0,1000635,,17.0,Female,Female
1407,6.0,1000635,,18.0,Female,Female
1408,6.0,1000635,,19.0,Female,Female
1409,6.0,1000635,,20.0,Female,Female
1410,6.0,1000635,,21.0,Male,Male
1411,6.0,1000635,,22.0,Male,Male
1412,6.0,1000635,,23.0,Male,Male
1413,6.0,1000635,,24.0,Female,Female
1414,6.0,1000635,,25.0,Male,Male
1415,6.0,1000635,,26.0,Male,Male
1416,6.0,1000635,,27.0,Male,Male
1417,6.0,1000635,,28.0,Male,Male
1418,6.0,1000635,,29.0,Female,Female
1419,6.0,1000635,,30.0,Male,Male
1420,6.0,1000635,,31.0,Male,Male
1421,6.0,1000635,,32.0,Male,Male
1422,6.0,1000635,,33.0,Male,Male
1423,6.0,1000635,,34.0,Male,Male
1424,6.0,1000635,,35.0,Male,Male
1425,6.0,1000635,,36.0,Male,Male
1426,6.0,1000635,,37.0,Female,Female
1427,6.0,1000635,,38.0,Male,Male
1428,6.0,1000635,,39.0,Female,Female
1429,6.0,1000635,,40.0,Female,Female
1430,6.0,1000635,,41.0,Female,Female
1431,6.0,1000635,,42.0,Male,Male
1432,6.0,1000635,,43.0,Female,Female
1433,6.0,1000635,,44.0,Male,Male
1434,6.0,1000635,,45.0,Female,Female
1435,6.0,1000635,,46.0,Male,Male
1436,6.0,1000635,,47.0,Male,Male
1437,6.0,1000635,,48.0,Male,Male
1438,6.0,1000635,,49.0,Female,Female
1439,6.0,1000635,,50.0,Male,Male
1440,6.0,1000635,,51.0,Female,Female
1441,6.0,1000635,,52.0,Female,Female
1442,6.0,1000635,,53.0,Male,Male
1443,6.0,1000635,,54.0,Female,Female
1444,6.0,1000635,,55.0,Female,Female
1445,6.0,1000635,,56.0,Male,Male
1446,6.0,1000635,,57.0,Female,Female
1447,6.0,1000635,,58.0,Male,Male
1448,6.0,1000635,,59.0,Female,Female
1449,6.0,1000635,,60.0,Female,Female
1450,6.0,1000635,,61.0,Female,Female
1451,6.0,1000635,,62.0,Male,Male
1452,6.0,1000635,,63.0,Male,Male
1453,6.0,1000635,,64.0,Female,Female
1454,6.0,1000635,,65.0,Female,Female
1455,6.0,1000635,,66.0,Female,Female
1456,6.0,1000635,,67.0,Male,Male
1457,6.0,1000635,,68.0,Female,Female
1458,6.0,1000635,,69.0,Male,Male
1459,6.0,1000635,,70.0,Female,Female
1460,6.0,1000635,,71.0,Male,Male
1461,6.0,1000635,,72.0,Male,Male
1462,6.0,1000635,,73.0,Female,Female
1463,6.0,1000635,,74.0,Female,Female
1464,6.0,1000635,,75.0,Male,Male
1465,6.0,1000635,,76.0,Female,Female
1466,6.0,1000635,,77.0,Male,Male
1467,6.0,1000635,,78.0,Female,Female
1468,6.0,1000635,,79.0,Male,Male
1469,6.0,1000635,,80.0,Female,Female
1470,6.0,1000635,,81.0,Female,Female
1471,6.0,1000635,,82.0,Male,Male
1472,6.0,1000635,,83.0,Female,Female
1473,6.0,1000635,,84.0,Female,Female
1474,6.0,1000635,,85.0,Female,Female
1475,6.0,1000635,,86.0,Female,Female
1476,6.0,1000635,,87.0,Female,Female
1477,6.0,1000635,,88.0,Male,Male
1478,6.0,1000635,,89.0,Male,Male
1479,6.0,1000635,,90.0,Female,Female
1480,6.0,1000635,,91.0,Female,Female
1481,6.0,1000635,,92.0,Male,Male
1482,6.0,1000635,,93.0,Female,Female
1483,6.0,1000635,,94.0,Male,Male
1484,6.0,1000635,,95.0,Female,Female
1485,6.0,1000635,,96.0,Female,Female
1486,6.0,1000635,,97.0,Male,Male
1487,6.0,1000635,,98.0,Male,Male
1488,6.0,1000635,,99.0,Male,Male
1489,6.0,1000635,,100.0,Female,Female
1490,6.0,1000635,,101.0,Female,Female
1491,6.0,1000635,,102.0,Female,Female
1492,6.0,1000635,,103.0,Male,Male
1493,6.0,1000635,,104.0,Male,Male
1494,6.0,1000635,,105.0,Male,Male
1495,6.0,1000635,,106.0,Female,Female
1496,6.0,1000635,,107.0,Male,Male
1497,6.0,1000635,,108.0,Male,Male
1498,6.0,1000635,,109.0,Male,Male
1499,6.0,1000635,,110.0,Female,Female
1500,6.0,1000635,,111.0,Male,Male
1501,6.0,1000635,,112.0,Male,Male
1502,6.0,1000635,,113.0,Female,Female
1503,6.0,1000635,,114.0,Male,Male
1504,6.0,1000635,,115.0,Female,Female
1505,6.0,1000635,,116.0,Female,Female
1506,6.0,1000635,,117.0,Female,Female
1507,6.0,1000635,,118.0,Female,Female
1508,6.0,1000635,,119.0,Female,Female
1509,6.0,1000635,,120.0,Male,Male
1510,6.0,1000635,,121.0,Male,Male
1511,6.0,1000635,,122.0,Male,Male
1512,6.0,1000635,,123.0,Male,Male
1513,6.0,1000635,,124.0,Female,Female
1514,6.0,1000635,,125.0,Female,Female
1515,6.0,1000635,,126.0,Male,Male
1516,6.0,1000635,,127.0,Female,Female
1517,6.0,1000635,,128.0,Male,Male
1518,6.0,1000635,,129.0,Female,Female
1519,6.0,1000635,,130.0,Male,Male
1520,6.0,1000635,,131.0,Female,Female
1521,6.0,1000635,,132.0,Female,Female
1522,6.0,1000635,,133.0,Male,Male
1523,6.0,1000635,,134.0,Female,Female
1524,6.0,1000635,,135.0,Female,Female
1525,6.0,1000635,,136.0,Male,Male
1526,6.0,1000635,,137.0,Male,Male
1527,6.0,1000635,,138.0,Female,Female
1528,6.0,1000635,,139.0,Male,Male
1529,6.0,1000635,,140.0,Female,Female
1530,6.0,1000635,,141.0,Female,Female
1531,6.0,1000635,,142.0,Female,Female
1532,6.0,1000635,,143.0,Female,Female
1533,6.0,1000635,,144.0,Male,Male
1534,6.0,1000635,,145.0,Female,Female
1535,6.0,1000635,,146.0,Male,Male
1536,6.0,1000635,,147.0,Male,Male
1537,6.0,1000635,,148.0,Male,Male
1538,6.0,1000635,,149.0,Female,Female
1539,6.0,1000635,,150.0,Male,Male
1540,6.0,1000635,,151.0,Male,Male
1541,6.0,1000635,,152.0,Male,Male
1542,6.0,1000635,,153.0,Female,Female
1543,6.0,1000635,,154.0,Male,Male
1544,6.0,1000635,,155.0,Female,Female
1545,6.0,1000635,,156.0,Female,Female
1546,6.0,1000635,,157.0,Male,Male
1547,6.0,1000635,,158.0,Female,Female
1548,6.0,1000635,,159.0,Female,Female
1549,6.0,1000635,,160.0,Male,Male
1550,6.0,1000635,,161.0,Male,Male
1551,6.0,1000635,,162.0,Male,Male
1552,6.0,1000635,,163.0,Male,Male
1553,6.0,1000635,,164.0,Male,Male
1554,6.0,1000635,,165.0,Female,Female
1555,6.0,1000635,,166.0,Male,Male
1556,6.0,1000635,,167.0,Female,Female
1557,6.0,1000635,,168.0,Female,Female
1558,6.0,1000635,,169.0,Male,Male
1559,6.0,1000635,,170.0,Male,Male
1560,6.0,1000635,,171.0,Male,Male
1561,6.0,1000635,,172.0,Male,Male
1562,6.0,1000635,,173.0,Female,Female
1563,6.0,1000635,,174.0,Female,Female
1564,6.0,1000635,,175.0,Male,Male
1565,6.0,1000635,,176.0,Female,Female
1566,6.0,1000635,,177.0,Female,Female
1567,6.0,1000635,,178.0,Male,Male
1568,6.0,1000635,,179.0,Female,Female
1569,6.0,1000635,,180.0,Female,Female
1570,6.0,1000635,,181.0,Male,Male
1571,6.0,1000635,,182.0,Female,Female
1572,6.0,1000635,,183.0,Female,Female
1573,6.0,1000635,,184.0,Male,Male
1574,6.0,1000635,,185.0,Female,Female
1575,6.0,1000635,,186.0,Male,Male
1576,6.0,1000635,,187.0,Female,Female
1577,6.0,1000635,,188.0,Female,Female
1578,6.0,1000635,,189.0,Male,Male
1579,6.0,1000635,,190.0,Male,Male
1580,6.0,1000635,,191.0,Male,Male
1581,6.0,1000635,,192.0,Male,Male
1582,6.0,1000635,,193.0,Female,Female
1583,6.0,1000635,,194.0,Female,Female
1584,6.0,1000635,,195.0,Female,Female
1585,6.0,1000635,,196.0,Male,Male
1586,6.0,1000635,,197.0,Male,Male
1587,6.0,1000635,,198.0,Male,Male
1588,6.0,1000635,,199.0,Male,Male
1589,6.0,1000635,,200.0,Female,Female
1590,6.0,1000635,,201.0,Female,Female
1591,6.0,1000635,,202.0,Female,Female
1592,6.0,1000635,,203.0,Male,Male
1593,6.0,1000635,,204.0,Female,Female
1594,6.0,1000635,,205.0,Male,Male
1595,6.0,1000635,,206.0,Male,Male
1596,6.0,1000635,,207.0,Male,Male
1597,6.0,1000635,,208.0,Male,Male
1598,6.0,1000635,,209.0,Male,Male
1599,6.0,1000635,,210.0,Male,Male
1600,6.0,1000635,,211.0,Male,Male
1601,6.0,1000635,,212.0,Female,Female
1602,6.0,1000635,,213.0,Male,Male
1603,6.0,1000635,,214.0,Female,Female
1604,6.0,1000635,,215.0,Female,Female
1605,6.0,1000635,,216.0,Female,Female
1606,6.0,1000635,,217.0,Female,Female
1607,6.0,1000635,,218.0,Female,Female
1608,6.0,1000635,,219.0,Female,Female
1609,6.0,1000635,,220.0,Female,Female
1610,6.0,1000635,,221.0,Female,Female
1611,6.0,1000635,,222.0,Female,Female
1612,6.0,1000635,,223.0,Female,Female
1613,6.0,1000635,,224.0,Female,Female
1614,6.0,1000635,,225.0,Female,Female
1615,6.0,1000635,,226.0,Male,Male
1616,6.0,1000635,,227.0,Male,Male
1617,6.0,1000635,,228.0,Female,Female
1618,6.0,1000635,,229.0,Male,Male
1619,6.0,1000635,,230.0,Male,Male
1620,6.0,1000635,,231.0,Male,Male
1621,6.0,1000635,,232.0,Female,Female
1622,6.0,1000635,,233.0,Male,Male
1623,6.0,1000635,,234.0,Male,Male
1624,6.0,1000635,,235.0,Male,Male
1625,6.0,1000635,,236.0,Male,Male
1626,6.0,1000635,,237.0,Female,Female
1627,6.0,1000635,,238.0,Male,Male
1628,6.0,1000635,,239.0,Female,Female
1629,6.0,1000635,,240.0,Male,Male
1630,6.0,1000635,,241.0,Male,Male
1631,6.0,1000635,,242.0,Male,Male
1632,6.0,1000635,,243.0,Male,Male
1633,6.0,1000635,,244.0,Male,Male
1634,6.0,1000635,,245.0,Male,Male
1635,6.0,1000635,,246.0,Male,Male
1636,6.0,1000635,,247.0,Female,Female
1637,6.0,1000635,,248.0,Female,Female
1638,6.0,1000635,,249.0,Male,Male
1639,6.0,1000635,,250.0,Female,Female
1640,6.0,1000635,,251.0,Male,Male
1641,6.0,1000635,,252.0,Male,Male
1642,6.0,1000635,,253.0,Male,Male
1643,6.0,1000635,,254.0,Male,Male
1644,6.0,1000635,,255.0,Male,Male
1645,6.0,1000635,,256.0,Female,Female
1646,6.0,1000635,,257.0,Female,Female
1647,6.0,1000635,,258.0,Male,Male
1648,6.0,1000635,,259.0,Female,Female
1649,6.0,1000635,,260.0,Male,Male
1650,6.0,1000635,,261.0,Male,Male
1651,6.0,1000635,,262.0,Female,Female
1652,6.0,1000635,,263.0,Female,Female
1653,6.0,1000635,,264.0,Male,Male
1654,6.0,1000635,,265.0,Male,Male
1655,6.0,1000635,,266.0,Female,Female
1656,6.0,1000635,,267.0,Male,Male
1657,6.0,1000635,,268.0,Male,Male
1658,6.0,1000635,,269.0,Male,Male
1659,6.0,1000635,,270.0,Male,Male
1660,6.0,1000635,,271.0,Female,Female
1661,6.0,1000635,,272.0,Male,Male
1662,6.0,1000635,,273.0,Male,Male
1663,6.0,1000635,,274.0,Male,Male
1664,6.0,1000635,,275.0,Male,Male
1665,6.0,1000635,,276.0,Female,Female
1666,6.0,1000635,,277.0,Male,Male
1667,6.0,1000635,,278.0,Female,Female
1668,7.0,5372351,,1.0,Male,Male
1669,7.0,5372351,,2.0,Female,Female
1670,7.0,5372351,,3.0,Male,Male
1671,7.0,5372351,,4.0,Female,Female
1672,7.0,5372351,,5.0,Female,Female
1673,7.0,5372351,,6.0,Male,Male
1674,7.0,5372351,,7.0,Female,Female
1675,7.0,5372351,,8.0,Male,Male
1676,7.0,5372351,,9.0,Male,Male
1677,7.0,5372351,,10.0,Male,Male
1678,7.0,5372351,,11.0,Male,Male
1679,7.0,5372351,,12.0,Female,Female
1680,7.0,5372351,,13.0,Male,Male
1681,7.0,5372351,,14.0,Male,Male
1682,7.0,5372351,,15.0,Female,Female
1683,7.0,5372351,,16.0,Female,Female
1684,7.0,5372351,,17.0,Female,Female
1685,7.0,5372351,,18.0,Male,Male
1686,7.0,5372351,,19.0,Female,Female
1687,7.0,5372351,,20.0,Male,Male
1688,7.0,5372351,,21.0,Female,Female
1689,7.0,5372351,,22.0,Male,Male
1690,7.0,5372351,,23.0,Female,Female
1691,7.0,5372351,,24.0,Female,Female
1692,7.0,5372351,,25.0,Male,Male
1693,7.0,5372351,,26.0,Male,Male
1694,7.0,5372351,,27.0,Male,Male
1695,7.0,5372351,,28.0,Male,Male
1696,7.0,5372351,,29.0,Male,Male
1697,7.0,5372351,,30.0,Male,Male
1698,7.0,5372351,,31.0,Male,Male
1699,7.0,5372351,,32.0,Male,Male
1700,7.0,5372351,,33.0,Male,Male
1701,7.0,5372351,,34.0,Male,Male
1702,7.0,5372351,,35.0,Male,Male
1703,7.0,5372351,,36.0,Male,Male
1704,7.0,5372351,,37.0,Male,Male
1705,7.0,5372351,,38.0,Male,Male
1706,7.0,5372351,,39.0,Male,Male
1707,7.0,5372351,,40.0,Female,Female
1708,7.0,5372351,,41.0,Female,Female
1709,7.0,5372351,,42.0,Male,Male
1710,7.0,5372351,,43.0,Female,Female
1711,7.0,5372351,,44.0,Male,Male
1712,7.0,5372351,,45.0,Male,Male
1713,7.0,5372351,,46.0,Male,Male
1714,7.0,5372351,,47.0,Male,Male
1715,7.0,5372351,,48.0,Female,Female
1716,7.0,5372351,,49.0,Female,Female
1717,7.0,5372351,,50.0,Male,Male
1718,7.0,5372351,,51.0,Female,Female
1719,7.0,5372351,,52.0,Female,Female
1720,7.0,5372351,,53.0,Male,Male
1721,7.0,5372351,,54.0,Female,Female
1722,7.0,5372351,,55.0,Male,Male
1723,7.0,5372351,,56.0,Male,Male
1724,7.0,5372351,,57.0,Male,Male
1725,7.0,5372351,,58.0,Male,Male
1726,7.0,5372351,,59.0,Female,Female
1727,7.0,5372351,,60.0,Male,Male
1728,7.0,5372351,,61.0,Female,Female
1729,7.0,5372351,,62.0,Male,Male
1730,7.0,5372351,,63.0,Male,Male
1731,7.0,5372351,,64.0,Female,Female
1732,7.0,5372351,,65.0,Female,Female
1733,7.0,5372351,,66.0,Female,Female
1734,7.0,5372351,,67.0,Male,Male
1735,7.0,5372351,,68.0,Female,Female
1736,7.0,5372351,,69.0,Male,Male
1737,7.0,5372351,,70.0,Male,Male
1738,7.0,5372351,,71.0,Male,Male
1739,7.0,5372351,,72.0,Male,Male
1740,7.0,5372351,,73.0,Female,Female
1741,7.0,5372351,,74.0,Female,Female
1742,7.0,5372351,,75.0,Male,Male
1743,7.0,5372351,,76.0,Male,Male
1744,7.0,5372351,,77.0,Male,Male
1745,7.0,5372351,,78.0,Male,Male
1746,7.0,5372351,,79.0,Male,Male
1747,7.0,5372351,,80.0,Female,Female
1748,7.0,5372351,,81.0,Male,Male
1749,7.0,5372351,,82.0,Male,Male
1750,7.0,5372351,,83.0,Female,Female
1751,7.0,5372351,,84.0,Male,Male
1752,7.0,5372351,,85.0,Male,Male
1753,7.0,5372351,,86.0,Female,Female
1754,7.0,5372351,,87.0,Female,Female
1755,7.0,5372351,,88.0,Male,Male
1756,7.0,5372351,,89.0,Male,Male
1757,7.0,5372351,,90.0,Male,Male
1758,7.0,5372351,,91.0,Female,Female
1759,7.0,5372351,,92.0,Male,Male
1760,7.0,5372351,,93.0,Female,Female
1761,7.0,5372351,,94.0,Female,Female
1762,7.0,5372351,,95.0,Female,Female
1763,7.0,5372351,,96.0,Female,Female
1764,7.0,5372351,,97.0,Male,Male
1765,7.0,5372351,,98.0,Male,Male
1766,7.0,5372351,,99.0,Male,Male
1767,7.0,5372351,,100.0,Male,Male
1768,7.0,5372351,,101.0,Female,Female
1769,7.0,5372351,,102.0,Male,Male
1770,7.0,5372351,,103.0,Male,Male
1771,7.0,5372351,,104.0,Male,Male
1772,7.0,5372351,,105.0,Male,Male
1773,7.0,5372351,,106.0,Male,Male
1774,7.0,5372351,,107.0,Male,Male
1775,7.0,5372351,,108.0,Male,Male
1776,7.0,5372351,,109.0,Male,Male
1777,7.0,5372351,,110.0,Male,Male
1778,7.0,5372351,,111.0,Male,Male
1779,7.0,5372351,,112.0,Male,Male
1780,7.0,5372351,,113.0,Female,Female
1781,7.0,5372351,,114.0,Male,Male
1782,7.0,5372351,,115.0,Female,Female
1783,7.0,5372351,,116.0,Male,Male
1784,7.0,5372351,,117.0,Male,Male
1785,7.0,5372351,,118.0,Female,Female
1786,7.0,5372351,,119.0,Female,Female
1787,7.0,5372351,,120.0,Male,Male
1788,7.0,5372351,,121.0,Male,Male
1789,7.0,5372351,,122.0,Male,Male
1790,7.0,5372351,,123.0,Male,Male
1791,7.0,5372351,,124.0,Female,Female
1792,7.0,5372351,,125.0,Female,Female
1793,7.0,5372351,,126.0,Male,Male
1794,7.0,5372351,,127.0,Female,Female
1795,7.0,5372351,,128.0,Male,Male
1796,7.0,5372351,,129.0,Female,Female
1797,7.0,5372351,,130.0,Male,Male
1798,7.0,5372351,,131.0,Female,Female
1799,7.0,5372351,,132.0,Female,Female
1800,7.0,5372351,,133.0,Male,Male
1801,7.0,5372351,,134.0,Female,Female
1802,7.0,5372351,,135.0,Female,Female
1803,7.0,5372351,,136.0,Male,Male
1804,7.0,5372351,,137.0,Male,Male
1805,7.0,5372351,,138.0,Female,Female
1806,7.0,5372351,,139.0,Male,Male
1807,7.0,5372351,,140.0,Female,Female
1808,7.0,5372351,,141.0,Male,Male
1809,7.0,5372351,,142.0,Male,Male
1810,7.0,5372351,,143.0,Female,Female
1811,7.0,5372351,,144.0,Male,Male
1812,7.0,5372351,,145.0,Male,Male
1813,7.0,5372351,,146.0,Male,Male
1814,7.0,5372351,,147.0,Male,Male
1815,7.0,5372351,,148.0,Male,Male
1816,7.0,5372351,,149.0,Female,Female
1817,7.0,5372351,,150.0,Male,Male
1818,7.0,5372351,,151.0,Male,Male
1819,7.0,5372351,,152.0,Male,Male
1820,7.0,5372351,,153.0,Female,Female
1821,7.0,5372351,,154.0,Male,Male
1822,7.0,5372351,,155.0,Male,Male
1823,7.0,5372351,,156.0,Female,Female
1824,7.0,5372351,,157.0,Male,Male
1825,7.0,5372351,,158.0,Female,Female
1826,7.0,5372351,,159.0,Female,Female
1827,7.0,5372351,,160.0,Male,Male
1828,7.0,5372351,,161.0,Male,Male
1829,7.0,5372351,,162.0,Male,Male
1830,7.0,5372351,,163.0,Male,Male
1831,7.0,5372351,,164.0,Male,Male
1832,7.0,5372351,,165.0,Female,Female
1833,7.0,5372351,,166.0,Male,Male
1834,7.0,5372351,,167.0,Male,Male
1835,7.0,5372351,,168.0,Female,Female
1836,7.0,5372351,,169.0,Male,Male
1837,7.0,5372351,,170.0,Male,Male
1838,7.0,5372351,,171.0,Male,Male
1839,7.0,5372351,,172.0,Male,Male
1840,7.0,5372351,,173.0,Female,Female
1841,7.0,5372351,,174.0,Female,Female
1842,7.0,5372351,,175.0,Female,Female
1843,7.0,5372351,,176.0,Female,Female
1844,7.0,5372351,,177.0,Male,Male
1845,7.0,5372351,,178.0,Male,Male
1846,7.0,5372351,,179.0,Female,Female
1847,7.0,5372351,,180.0,Female,Female
1848,7.0,5372351,,181.0,Male,Male
1849,7.0,5372351,,182.0,Female,Female
1850,7.0,5372351,,183.0,Female,Female
1851,7.0,5372351,,184.0,Male,Male
1852,7.0,5372351,,185.0,Female,Female
1853,7.0,5372351,,186.0,Male,Male
1854,7.0,5372351,,187.0,Female,Female
1855,7.0,5372351,,188.0,Female,Female
1856,7.0,5372351,,189.0,Male,Male
1857,7.0,5372351,,190.0,Male,Male
1858,7.0,5372351,,191.0,Male,Male
1859,7.0,5372351,,192.0,Male,Male
1860,7.0,5372351,,193.0,Female,Female
1861,7.0,5372351,,194.0,Male,Male
1862,7.0,5372351,,195.0,Female,Female
1863,7.0,5372351,,196.0,Male,Male
1864,7.0,5372351,,197.0,Male,Male
1865,7.0,5372351,,198.0,Male,Male
1866,7.0,5372351,,199.0,Male,Male
1867,7.0,5372351,,200.0,Female,Female
1868,7.0,5372351,,201.0,Female,Female
1869,7.0,5372351,,202.0,Female,Female
1870,7.0,5372351,,203.0,Male,Male
1871,7.0,5372351,,204.0,Female,Female
1872,7.0,5372351,,205.0,Male,Male
1873,7.0,5372351,,206.0,Male,Male
1874,7.0,5372351,,207.0,Male,Male
1875,7.0,5372351,,208.0,Male,Male
1876,7.0,5372351,,209.0,Male,Male
1877,7.0,5372351,,210.0,Male,Male
1878,7.0,5372351,,211.0,Male,Male
1879,7.0,5372351,,212.0,Male,Male
1880,7.0,5372351,,213.0,Female,Female
1881,7.0,5372351,,214.0,Female,Female
1882,7.0,5372351,,215.0,Female,Female
1883,7.0,5372351,,216.0,Female,Female
1884,7.0,5372351,,217.0,Female,Female
1885,7.0,5372351,,218.0,Female,Female
1886,7.0,5372351,,219.0,Female,Female
1887,7.0,5372351,,220.0,Female,Female
1888,7.0,5372351,,221.0,Female,Female
1889,7.0,5372351,,222.0,Female,Female
1890,7.0,5372351,,223.0,Female,Female
1891,7.0,5372351,,224.0,Female,Female
1892,7.0,5372351,,225.0,Male,Male
1893,7.0,5372351,,226.0,Male,Male
1894,7.0,5372351,,227.0,Male,Male
1895,7.0,5372351,,228.0,Male,Male
1896,7.0,5372351,,229.0,Male,Male
1897,7.0,5372351,,230.0,Male,Male
1898,7.0,5372351,,231.0,Male,Male
1899,7.0,5372351,,232.0,Female,Female
1900,7.0,5372351,,233.0,Male,Male
1901,7.0,5372351,,234.0,Male,Male
1902,7.0,5372351,,235.0,Male,Male
1903,7.0,5372351,,236.0,Male,Male
1904,7.0,5372351,,237.0,Male,Male
1905,7.0,5372351,,238.0,Male,Male
1906,7.0,5372351,,239.0,Male,Male
1907,7.0,5372351,,240.0,Male,Male
1908,7.0,5372351,,241.0,Male,Male
1909,7.0,5372351,,242.0,Male,Male
1910,7.0,5372351,,243.0,Male,Male
1911,7.0,5372351,,244.0,Male,Male
1912,7.0,5372351,,245.0,Male,Male
1913,7.0,5372351,,246.0,Male,Male
1914,7.0,5372351,,247.0,Female,Female
1915,7.0,5372351,,248.0,Female,Female
1916,7.0,5372351,,249.0,Male,Male
1917,7.0,5372351,,250.0,Male,Male
1918,7.0,5372351,,251.0,Male,Male
1919,7.0,5372351,,252.0,Female,Female
1920,7.0,5372351,,253.0,Male,Male
1921,7.0,5372351,,254.0,Male,Male
1922,7.0,5372351,,255.0,Male,Male
1923,7.0,5372351,,256.0,Female,Female
1924,7.0,5372351,,257.0,Male,Male
1925,7.0,5372351,,258.0,Male,Male
1926,7.0,5372351,,259.0,Male,Male
1927,7.0,5372351,,260.0,Male,Male
1928,7.0,5372351,,261.0,Male,Male
1929,7.0,5372351,,262.0,Male,Male
1930,7.0,5372351,,263.0,Male,Male
1931,7.0,5372351,,264.0,Male,Male
1932,7.0,5372351,,265.0,Male,Male
1933,7.0,5372351,,266.0,Male,Male
1934,7.0,5372351,,267.0,Male,Male
1935,7.0,5372351,,268.0,Male,Male
1936,7.0,5372351,,269.0,Male,Male
1937,7.0,5372351,,270.0,Male,Male
1938,7.0,5372351,,271.0,Female,Female
1939,7.0,5372351,,272.0,Male,Male
1940,7.0,5372351,,273.0,Male,Male
1941,7.0,5372351,,274.0,Male,Male
1942,7.0,5372351,,275.0,Male,Male
